Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.3850           1.1335       1.0711       0.0623   241.2
0.3860           1.1610       1.1386       0.0224    86.8
0.3870           1.1487       1.1003       0.0484   187.2
0.3880           1.1477       1.1095       0.0382   147.6
0.3890           1.1473       1.1087       0.0386   149.2
0.3900           1.1489       1.1009       0.0480   185.8
0.3910           1.1609       1.1382       0.0227    87.9
0.3920           1.1335       1.0713       0.0623   240.8
0.3930           1.1767       1.1570       0.0197    76.4
0.3940           1.1375       1.0722       0.0653   252.4
0.3950           1.1654       1.1479       0.0175    67.8
0.3960           1.1448       1.0863       0.0585   226.5
0.3970           1.1616       1.1332       0.0284   110.0
0.3980           1.1372       1.0876       0.0495   191.5
0.3990           1.1533       1.1166       0.0368   142.2
0.4000           1.1558       1.1243       0.0315   121.7
0.4010           1.1344       1.0798       0.0546   211.2
0.4020           1.1682       1.1436       0.0246    95.2
0.4030           1.1427       1.0804       0.0623   240.9
0.4040           1.1666       1.1500       0.0166    64.1
0.4050           1.1402       1.0756       0.0646   249.9
0.4060           1.1736       1.1519       0.0217    83.9
0.4070           1.1334       1.0743       0.0591   228.6
0.4080           1.1587       1.1319       0.0268   103.7
0.4090           1.1513       1.1088       0.0426   164.7
0.4100           1.1418       1.0976       0.0443   171.2
0.4110           1.1549       1.1217       0.0333   128.7
0.4120           1.1473       1.0932       0.0541   209.3
0.4130           1.1640       1.1443       0.0197    76.1
0.4140           1.1356       1.0706       0.0649   251.2
0.4150           1.1786       1.1593       0.0193    74.5
0.4160           1.1355       1.0706       0.0649   250.9
0.4170           1.1640       1.1441       0.0199    76.9
0.4180           1.1475       1.0937       0.0538   208.3
0.4190           1.1546       1.1209       0.0337   130.4
0.4200           1.1424       1.0984       0.0440   170.2
0.4210           1.1514       1.1083       0.0431   166.9
0.4220           1.1592       1.1326       0.0266   103.0
0.4230           1.1337       1.0740       0.0597   230.7
0.4240           1.1744       1.1527       0.0217    83.9
0.4250           1.1404       1.0753       0.0651   251.8
0.4260           1.1671       1.1503       0.0168    64.9
0.4270           1.1434       1.0809       0.0625   241.6
0.4280           1.1684       1.1433       0.0251    97.2
0.4290           1.1350       1.0804       0.0547   211.5
0.4300           1.1563       1.1241       0.0322   124.4
0.4310           1.1542       1.1175       0.0367   142.0
0.4320           1.1375       1.0871       0.0504   195.0
0.4330           1.1630       1.1345       0.0285   110.2
0.4340           1.1455       1.0860       0.0595   230.2
0.4350           1.1665       1.1488       0.0177    68.5
0.4360           1.1385       1.0725       0.0660   255.4
0.4370           1.1778       1.1575       0.0202    78.2
0.4380           1.1343       1.0714       0.0628   243.1
0.4390           1.1618       1.1384       0.0234    90.6
0.4400           1.1502       1.1019       0.0483   186.7
0.4410           1.1478       1.1081       0.0397   153.4
0.4420           1.1493       1.1109       0.0384   148.5
0.4430           1.1498       1.1001       0.0497   192.1
0.4440           1.1626       1.1400       0.0226    87.5
0.4450           1.1346       1.0710       0.0636   246.2
0.4460           1.1786       1.1586       0.0200    77.4
0.4470           1.1381       1.0719       0.0662   256.2
0.4480           1.1665       1.1483       0.0182    70.3
0.4490           1.1463       1.0876       0.0587   227.2
0.4500           1.1618       1.1321       0.0297   115.0
0.4510           1.1387       1.0893       0.0494   191.3
0.4520           1.1541       1.1158       0.0383   148.2
0.4530           1.1575       1.1263       0.0312   120.6
0.4540           1.1351       1.0788       0.0563   217.7
0.4550           1.1706       1.1461       0.0246    95.1
0.4560           1.1434       1.0797       0.0637   246.5
0.4570           1.1680       1.1511       0.0169    65.4
0.4580           1.1418       1.0764       0.0653   252.7
0.4590           1.1743       1.1517       0.0226    87.6
0.4600           1.1344       1.0751       0.0593   229.5
0.4610           1.1595       1.1314       0.0281   108.7
0.4620           1.1529       1.1106       0.0423   163.5
0.4630           1.1420       1.0960       0.0460   177.9
0.4640           1.1574       1.1244       0.0330   127.8
0.4650           1.1481       1.0922       0.0559   216.2
0.4660           1.1658       1.1461       0.0197    76.1
0.4670           1.1370       1.0708       0.0662   256.1
0.4680           1.1802       1.1604       0.0198    76.5
0.4690           1.1362       1.0705       0.0656   253.8
0.4700           1.1649       1.1441       0.0208    80.5
0.4710           1.1491       1.0954       0.0538   208.0
0.4720           1.1545       1.1192       0.0353   136.6
0.4730           1.1445       1.1007       0.0438   169.3
0.4740           1.1523       1.1073       0.0450   173.9
0.4750           1.1610       1.1347       0.0263   101.9
0.4760           1.1346       1.0733       0.0614   237.4
0.4770           1.1768       1.1550       0.0218    84.3
0.4780           1.1411       1.0747       0.0664   256.9
0.4790           1.1684       1.1511       0.0173    67.0
0.4800           1.1451       1.0822       0.0629   243.2
0.4810           1.1687       1.1423       0.0264   102.2
0.4820           1.1365       1.0818       0.0547   211.5
0.4830           1.1571       1.1233       0.0338   130.7
0.4840           1.1560       1.1197       0.0363   140.3
0.4850           1.1378       1.0855       0.0524   202.6
0.4860           1.1658       1.1375       0.0283   109.4
0.4870           1.1463       1.0850       0.0613   237.2
0.4880           1.1682       1.1504       0.0179    69.1
0.4890           1.1402       1.0731       0.0671   259.4
0.4900           1.1789       1.1578       0.0211    81.5
0.4910           1.1351       1.0719       0.0633   244.8
0.4920           1.1627       1.1380       0.0247    95.5
0.4930           1.1519       1.1039       0.0479   185.4
0.4940           1.1477       1.1061       0.0416   160.8
0.4950           1.1520       1.1139       0.0380   147.1
0.4960           1.1507       1.0989       0.0517   200.1
0.4970           1.1646       1.1421       0.0224    86.8
0.4980           1.1360       1.0707       0.0653   252.6
0.4990           1.1807       1.1604       0.0204    78.8
0.5000           1.1388       1.0715       0.0673   260.4
0.5010           1.1677       1.1486       0.0190    73.6
0.5020           1.1481       1.0893       0.0588   227.4
0.5030           1.1617       1.1303       0.0314   121.4
0.5040           1.1407       1.0915       0.0492   190.3
0.5050           1.1550       1.1147       0.0403   155.8
0.5060           1.1594       1.1287       0.0307   118.8
0.5070           1.1358       1.0775       0.0583   225.6
0.5080           1.1736       1.1491       0.0245    94.7
0.5090           1.1442       1.0787       0.0655   253.2
0.5100           1.1697       1.1524       0.0173    66.9
0.5110           1.1437       1.0776       0.0660   255.4
0.5120           1.1749       1.1511       0.0239    92.3
0.5130           1.1357       1.0762       0.0595   230.0
0.5140           1.1603       1.1305       0.0297   115.1
0.5150           1.1548       1.1131       0.0417   161.4
0.5160           1.1420       1.0938       0.0482   186.4
0.5170           1.1605       1.1279       0.0326   126.3
0.5180           1.1490       1.0910       0.0581   224.6
0.5190           1.1678       1.1482       0.0196    76.0
0.5200           1.1387       1.0711       0.0677   261.7
0.5210           1.1819       1.1614       0.0205    79.1
0.5220           1.1369       1.0706       0.0664   256.7
0.5230           1.1659       1.1439       0.0220    85.2
0.5240           1.1510       1.0975       0.0535   206.8
0.5250           1.1543       1.1169       0.0373   144.5
0.5260           1.1471       1.1038       0.0433   167.6
0.5270           1.1532       1.1060       0.0473   182.8
0.5280           1.1632       1.1373       0.0259   100.3
0.5290           1.1359       1.0725       0.0634   245.3
0.5300           1.1796       1.1577       0.0219    84.7
0.5310           1.1418       1.0739       0.0679   262.7
0.5320           1.1699       1.1519       0.0180    69.8
0.5330           1.1471       1.0839       0.0631   244.2
0.5340           1.1688       1.1407       0.0281   108.6
0.5350           1.1383       1.0839       0.0545   210.6
0.5360           1.1580       1.1221       0.0359   138.7
0.5370           1.1581       1.1225       0.0356   137.8
0.5380           1.1383       1.0835       0.0547   211.8
0.5390           1.1693       1.1413       0.0280   108.2
0.5400           1.1472       1.0837       0.0635   245.5
0.5410           1.1702       1.1522       0.0181    69.9
0.5420           1.1422       1.0741       0.0682   263.6
0.5430           1.1799       1.1578       0.0222    85.7
0.5440           1.1362       1.0726       0.0636   246.1
0.5450           1.1636       1.1373       0.0263   101.8
0.5460           1.1539       1.1066       0.0473   183.1
0.5470           1.1474       1.1034       0.0440   170.1
0.5480           1.1553       1.1178       0.0375   145.0
0.5490           1.1516       1.0974       0.0542   209.8
0.5500           1.1669       1.1448       0.0222    85.8
0.5510           1.1377       1.0706       0.0672   259.9
0.5520           1.1831       1.1623       0.0208    80.5
0.5530           1.1395       1.0710       0.0685   264.8
0.5540           1.1689       1.1488       0.0201    77.8
0.5550           1.1502       1.0916       0.0586   226.8
0.5560           1.1614       1.1278       0.0335   129.6
0.5570           1.1433       1.0946       0.0487   188.4
0.5580           1.1560       1.1132       0.0428   165.5
0.5590           1.1618       1.1318       0.0301   116.3
0.5600           1.1367       1.0760       0.0608   235.1
0.5610           1.1770       1.1527       0.0243    94.1
