Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
23.8500       -4473.600    -4612.966      139.367  1996.6
23.9000       -4475.571    -4611.172      135.602  1942.7
23.9500       -4476.173    -4613.754      137.581  1971.1
24.0000       -4476.044    -4610.972      134.927  1933.0
24.0500       -4473.715    -4606.461      132.746  1901.8
24.1000       -4466.322    -4610.154      143.833  2060.6
24.1500       -4460.279    -4606.509      146.229  2095.0
24.2000       -4459.126    -4591.832      132.706  1901.2
24.2500       -4458.380    -4605.590      147.210  2109.0
24.3000       -4460.189    -4605.035      144.847  2075.2
24.3500       -4463.297    -4595.327      132.030  1891.5
24.4000       -4466.221    -4599.752      133.531  1913.0
24.4500       -4467.836    -4603.443      135.606  1942.8
24.5000       -4469.558    -4608.595      139.037  1991.9
24.5500       -4471.536    -4607.298      135.762  1945.0
24.6000       -4474.335    -4619.828      145.493  2084.4
24.6500       -4477.175    -4613.487      136.312  1952.9
24.7000       -4477.675    -4616.537      138.862  1989.4
24.7500       -4476.098    -4614.547      138.450  1983.5
24.8000       -4471.607    -4613.215      141.608  2028.8
24.8500       -4466.058    -4603.652      137.594  1971.2
24.9000       -4461.829    -4598.968      137.139  1964.7
24.9500       -4459.831    -4601.618      141.788  2031.3
25.0000       -4459.582    -4600.684      141.102  2021.5
